"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2003-08",12.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2003-09",13.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2003-10",13.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2003-11",13.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2003-12",12.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-01",12.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-02",12.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-03",12.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-04",12.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-05",13,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-06",12.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-07",12.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-08",12.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-09",12.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-10",13.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-11",12.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2004-12",12.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-01",12.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-02",14,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-03",13.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-04",13,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-05",12.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-06",12.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-07",11.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-08",12.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-09",12.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-10",11.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-11",12.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2005-12",11.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-01",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-02",11.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-03",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-04",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-05",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-06",11,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-07",11.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-08",11.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-09",11.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-10",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-11",11.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2006-12",10.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-01",10.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-02",10.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-03",10.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-04",11.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-05",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-06",12,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-07",11.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-08",11.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-09",12.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-10",11.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-11",11.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2007-12",12.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-01",13.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-02",12.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-03",12.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-04",11.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-05",14,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-06",14.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-07",15.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-08",14.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-09",14.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-10",16.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-11",16.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2008-12",16.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-01",17.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-02",18.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-03",19.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-04",19.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-05",20.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-06",20,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-07",20.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-08",20.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-09",20.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-10",22.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-11",21.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2009-12",21.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-01",22.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-02",21.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-03",21.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-04",22.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-05",19.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-06",20.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-07",20.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-08",19.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-09",20,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-10",20.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-11",20.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2010-12",19.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-01",19.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-02",19,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-03",19.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-04",19.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-05",18.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-06",18.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-07",18.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-08",18.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-09",18.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-10",17.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-11",18.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2011-12",18.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-01",17.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-02",18.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-03",17.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-04",18.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-05",17.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-06",17.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-07",17.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-08",18.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-09",17.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-10",17.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-11",16.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2012-12",17.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-01",18.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-02",17,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-03",17.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-04",17.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-05",18.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-06",18,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-07",17.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-08",17.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-09",17.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-10",16.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-11",15.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2013-12",14,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-01",15.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-02",16.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-03",15.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-04",14.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-05",14.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-06",14.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-07",14.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-08",14.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-09",15.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-10",12.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-11",13.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2014-12",13.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-01",13.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-02",12.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-03",13.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-04",12.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-05",13.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-06",13.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-07",12.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-08",12,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-09",12.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-10",11.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-11",13,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2015-12",12,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-01",11.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-02",11.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-03",11.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-04",11.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-05",11,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-06",11.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-07",11.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-08",11.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-09",11.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-10",11.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-11",11.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2016-12",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-01",11,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-02",11.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-03",10.3,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-04",10.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-05",9.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-06",10,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-07",9.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-08",9.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-09",10.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-10",10.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-11",11.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2017-12",9.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-01",9.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-02",10,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-03",9.5,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-04",9.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-05",10,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-06",9.9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-07",9.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-08",9.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-09",9,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-10",8.8,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-11",8.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2018-12",9.4,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-01",10,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-02",9.6,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-03",10.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-04",9.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-05",9.7,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-06",9.1,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-07",9.2,
"USA","YOUTHUNEMP","MEN","PC_YOUTHLF","M","2019-08",9.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-01",9.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-02",9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-03",8.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-04",8.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-05",8.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-06",8.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-07",8.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-08",8.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-09",9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-10",8.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-11",8.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1955-12",8.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-01",8.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-02",8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-03",8.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-04",8.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-05",9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-06",9.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-07",8.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-08",8.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-09",7.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-10",8.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-11",9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1956-12",8.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-01",8.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-02",8.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-03",8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-04",8.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-05",8.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-06",9.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-07",8.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-08",8.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-09",8.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-10",8.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-11",10.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1957-12",10.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-01",11.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-02",12.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-03",12.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-04",14.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-05",13.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-06",13.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-07",14.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-08",13.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-09",13.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-10",13,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-11",12,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1958-12",12.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-01",11.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-02",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-03",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-04",10.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-05",10,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-06",10.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-07",10.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-08",11.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-09",11.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-10",11.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-11",11.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1959-12",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-01",10.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-02",10.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-03",11.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-04",10.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-05",10.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-06",11,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-07",10.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-08",11.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-09",11,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-10",11.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-11",12,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1960-12",13,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-01",13,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-02",13.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-03",13.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-04",14.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-05",13.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-06",13.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-07",13.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-08",13,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-09",13.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-10",12.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-11",12,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1961-12",11.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-01",12,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-02",11.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-03",11.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-04",11.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-05",11,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-06",10.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-07",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-08",11.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-09",11.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-10",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-11",11.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1962-12",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-01",11.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-02",12.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-03",12,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-04",12,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-05",12.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-06",12.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-07",12.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-08",11.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-09",12.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-10",12.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-11",12.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1963-12",11.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-01",12.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-02",11.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-03",11.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-04",11.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-05",11.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-06",11.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-07",10.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-08",11.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-09",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-10",11.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-11",10.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1964-12",11.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-01",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-02",11.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-03",10.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-04",11.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-05",10.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-06",10.4,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-07",9.9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-08",9.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-09",9.6,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-10",9.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-11",9.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1965-12",9.1,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-01",8.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-02",8.2,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-03",8.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-04",8.7,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-05",9,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-06",8.8,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-07",8.3,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-08",8.5,
"USA","YOUTHUNEMP","TOT","PC_YOUTHLF","M","1966-09",8.4,
